auction_date,settlement_date,maturity_date,term_days,term_bucket,series,isin,total_bids_chf_mn,bids_no_price_chf_mn,issue_volume_chf_mn,bid_cover,price,yield_pct
2022-09-06,2022-09-08,2022-12-08,91,91d,3.0762,CH1145907627,2398.35,40.85,543.35,4.414,99.948,0.206
2022-09-13,2022-09-15,2022-12-15,91,91d,3.0763,CH1145907635,2785.2,108.55,620.2,4.4908,99.939,0.241
2022-09-20,2022-09-22,2022-12-22,91,91d,3.0764,CH1145907643,2821.3,88.3,521.3,5.412,99.875,0.495
2022-09-27,2022-09-29,2023-03-30,182,182d,6.0765,CH1145907650,3144.35,100.45,849.35,3.7021,99.557,0.88
2022-10-04,2022-10-06,2023-01-05,91,91d,3.0766,CH1145907668,3650.8,207.35,629.35,5.8009,99.924,0.301
2022-10-11,2022-10-13,2023-01-12,91,91d,3.0767,CH1145907676,2828.05,208.85,712.35,3.97,99.94,0.238
2022-10-18,2022-10-20,2023-01-19,91,91d,3.0768,CH1145907684,2019.55,161.6,668.55,3.0208,99.9,0.396
2022-10-25,2022-10-27,2023-01-26,91,91d,3.0769,CH1145907692,2252.45,95.45,626.45,3.5956,99.891,0.432
2022-11-01,2022-11-03,2023-02-02,91,91d,3.077,CH1145907700,3552.65,119.45,937.35,3.7901,99.891,0.432
2022-11-08,2022-11-10,2023-05-11,182,182d,6.0771,CH1145907718,2707.5,143.7,1057.5,2.5603,99.582,0.83
2022-11-15,2022-11-17,2023-02-16,91,91d,3.0772,CH1145907726,3801.1,107.1,1070.6,3.5504,99.884,0.459
2022-11-22,2022-11-24,2023-02-23,91,91d,3.0773,CH1145907734,3155.8,46.35,1120.6,2.8162,99.884,0.459
2022-11-29,2022-12-01,2023-03-02,91,91d,3.0774,CH1145907742,3820.9,123.55,1200.9,3.1817,99.876,0.491
2022-12-06,2022-12-08,2023-03-09,91,91d,3.0775,CH1145907759,2940.9,40.55,960.9,3.0606,99.86,0.555
2022-12-13,2022-12-15,2022-03-16,91,91d,3.0776,CH1145907767,2874.75,173.9,1524.75,1.8854,99.788,0.84
2022-12-20,2022-12-22,2022-03-23,91,91d,3.0777,CH1145907775,4088.55,189.45,1448.4,2.8228,99.781,0.868
2022-12-27,2022-12-29,2023-12-28,364,364d,A.0778,CH1145907783,2788.8,38.7,1183.8,2.3558,98.504,1.502
2023-01-03,2023-01-05,2023-04-06,91,91d,3.0779,CH1145907791,3753.8,166.65,1138.8,3.2963,99.758,0.96
2023-01-10,2023-01-12,2023-04-13,91,91d,3.078,CH1145907809,5102.1,192.55,1143.2,4.463,99.762,0.944
2023-01-17,2023-01-19,2023-04-20,91,91d,3.0781,CH1145907817,2780.15,94.4,1305.15,2.1301,99.743,1.019
2023-01-24,2023-01-26,2023-04-27,91,91d,3.0782,CH1145907825,3576.05,169.15,2131.05,1.6781,99.723,1.099
2023-01-31,2023-02-02,2023-05-04,91,91d,3.0783,CH1145907833,4999.95,177.85,2144.8,2.3312,99.715,1.131
2023-02-07,2023-02-09,2023-08-10,182,182d,6.0784,CH1145907841,6037.35,118.85,1488.35,4.0564,99.342,1.31
2023-02-14,2023-02-16,2023-05-19,92,91d,3.0785,CH1145907858,6395.5,344.3,1231.3,5.1941,99.711,1.134
2023-02-21,2023-02-23,2023-05-25,91,91d,3.0786,CH1145907866,5987.1,79.55,1428.0,4.1926,99.705,1.17
2023-02-28,2023-03-02,2023-06-01,91,91d,3.0787,CH1145907874,4764.05,137.8,1158.85,4.111,99.701,1.186
2023-03-07,2023-03-09,2023-06-08,91,91d,3.0788,CH1145907882,5467.6,134.0,1207.6,4.5277,99.663,1.338
2023-03-14,2023-03-16,2023-06-15,91,91d,3.0789,CH1145907890,3966.35,254.35,1181.5,3.357,99.731,1.067
2023-03-21,2023-03-23,2023-06-22,91,91d,3.079,CH1145907908,5404.75,548.7,1256.8,4.3004,99.725,1.091
2023-03-28,2023-03-30,2023-09-28,182,182d,6.0791,CH1145907916,6767.3,892.65,1014.3,6.6719,99.35,1.3
2023-04-04,2023-04-06,2023-07-06,91,91d,3.0792,CH1145907924,5182.35,320.05,1055.35,4.9106,99.685,1.25
2023-04-11,2023-04-13,2023-07-13,91,91d,3.0793,CH1145907932,4271.15,176.3,1046.65,4.0808,99.68,1.27
2023-04-18,2023-04-20,2023-07-20,91,91d,3.0794,CH1145907940,4483.4,269.55,1183.4,3.7886,99.674,1.294
2023-04-25,2023-04-27,2023-07-27,91,91d,3.0795,CH1145907957,3323.1,243.5,1004.6,3.3079,99.671,1.306
2023-05-02,2023-05-04,2023-08-03,91,91d,3.0796,CH1145907965,2746.25,421.2,851.75,3.2242,99.671,1.306
2023-05-09,2023-05-11,2023-11-09,182,182d,6.0797,CH1145907973,3704.85,159.4,852.85,4.3441,99.272,1.451
2023-05-16,2023-05-19,2023-08-17,90,91d,3.0798,CH1145907981,4059.05,405.1,871.05,4.66,99.665,1.345
2023-05-23,2023-05-25,2023-08-24,91,91d,3.0799,CH1145907999,4222.9,250.75,827.9,5.1007,99.644,1.413
2023-05-30,2023-06-01,2023-08-31,91,91d,3.08,CH1145908005,3905.05,264.9,863.05,4.5247,99.637,1.441
2023-06-06,2023-06-08,2023-09-07,91,91d,3.0801,CH1145908013,3098.05,179.15,838.75,3.6937,99.633,1.457
2023-06-13,2023-06-15,2023-09-14,91,91d,3.0802,CH1145908021,2624.4,131.55,1004.4,2.6129,99.591,1.625
2023-06-20,2023-06-22,2023-09-21,91,91d,3.0803,CH1145908039,2505.2,443.4,889.2,2.8174,99.585,1.6486
2023-06-27,2023-06-29,2024-06-27,364,364d,A.0804,CH1145908047,2616.55,131.05,467.55,5.5963,98.236,1.776
2023-07-04,2023-07-06,2023-10-05,91,91d,3.0805,CH1145908054,2213.75,323.7,788.85,2.8063,99.582,1.661
2023-07-11,2023-07-13,2023-10-12,91,91d,3.0806,CH1145908062,3993.6,119.55,969.1,4.1209,99.583,1.657
2023-07-18,2023-07-20,2023-10-19,91,91d,3.0807,CH1145908070,2509.45,254.75,897.95,2.7946,99.578,1.677
2023-07-25,2023-07-27,2023-10-26,91,91d,3.0808,CH1145908088,3872.5,279.45,897.5,4.3148,99.57,1.708
2023-07-31,2023-08-03,2023-11-02,91,91d,3.0809,CH1145908096,2468.9,273.2,911.0,2.7101,99.573,1.696
2023-08-08,2023-08-10,2024-02-08,182,182d,6.081,CH1145908104,4749.95,359.6,1259.95,3.77,99.127,1.742
2023-08-15,2023-08-17,2023-11-16,91,91d,3.0811,CH1145908112,4887.95,516.6,850.555,5.7468,99.576,1.685
2023-08-22,2023-08-24,2023-11-23,91,91d,3.0812,CH1145908120,4561.0,223.35,811.0,5.6239,99.574,1.692
2023-08-29,2023-08-31,2023-11-30,91,91d,3.0813,CH1145908138,2724.55,239.9,834.55,3.2647,99.565,1.728
2023-09-05,2023-09-07,2023-12-07,91,91d,3.0814,CH1145908146,2992.15,93.0,767.15,3.9003,99.565,1.728
2023-09-12,2023-09-14,2023-12-14,91,91d,3.0815,CH1145908153,2759.95,231.55,829.95,3.3254,99.559,1.752
2023-09-19,2023-09-21,2023-12-21,91,91d,3.0816,CH1145908161,3435.3,164.6,900.0,3.817,99.549,1.792
2023-09-26,2023-09-28,2024-03-28,182,182d,6.0817,CH1145908179,4855.15,173.9,973.95,4.985,99.159,1.678
2023-10-03,2023-10-05,2024-01-04,91,91d,3.0818,CH1145908187,6421.8,217.85,779.3,8.2405,99.597,1.601
2023-10-10,2023-10-12,2024-01-11,91,91d,3.0819,CH1145908195,4127.95,210.1,1091.65,3.7814,99.601,1.585
2023-10-17,2023-10-19,2024-01-18,91,91d,3.082,CH1145908203,4481.95,217.55,788.45,5.6845,99.602,1.581
2023-10-24,2023-10-26,2024-01-25,91,91d,3.0821,CH1145908211,2934.65,181.7,747.15,3.9278,99.603,1.577
2023-10-31,2023-11-02,2024-02-01,91,91d,3.0822,CH1145908229,2590.6,215.4,748.1,3.4629,99.605,1.569
2023-11-07,2023-11-09,2024-05-10,183,182d,6.0823,CH1145908237,3111.5,132.6,951.5,3.2701,99.17,1.646
2023-11-14,2023-11-16,2024-02-15,91,91d,3.0824,CH1145908245,3462.8,290.95,737.8,4.6934,99.594,1.613
2023-11-21,2023-11-23,2024-02-22,91,91d,3.0825,CH1145908252,2024.9,156.7,689.9,2.9351,99.59,1.629
2023-11-28,2023-11-30,2024-02-29,91,91d,3.0826,CH1145908260,2525.25,314.35,747.25,3.3794,99.595,1.609
2023-12-05,2023-12-07,2024-03-07,91,91d,3.0827,CH1145908278,2484.1,137.15,1064.1,2.3345,99.595,1.609
2023-12-12,2023-12-14,2024-03-14,91,91d,3.0828,CH1145908286,1973.7,130.8,973.7,2.027,99.577,1.681
2023-12-19,2023-12-21,2024-03-21,91,91d,3.0829,CH1145908294,3700.6,428.45,985.1,3.7566,99.582,1.661
2023-12-22,2023-12-28,2024-12-27,365,364d,A.0830,CH1145908302,3321.55,111.55,964.15,3.4451,98.59,1.411
2023-12-29,2024-01-04,2024-04-04,91,91d,3.0831,CH1145908310,2538.45,150.95,773.45,3.282,99.578,1.677
2024-01-09,2024-01-11,2024-04-11,91,91d,3.0832,CH1145908328,4148.85,197.75,1058.85,3.9183,99.585,1.649
2024-01-16,2024-01-18,2024-04-18,91,91d,3.0833,CH1145908336,4522.7,195.8,1112.7,4.0646,99.59,1.629
2024-01-23,2024-01-25,2024-04-25,91,91d,3.0834,CH1145908344,4101.55,237.25,1041.55,3.9379,99.59,1.629
2024-01-30,2024-02-01,2024-05-02,91,91d,3.0835,CH1145908351,3552.02,145.15,977.05,3.6355,99.591,1.625
2024-02-06,2024-02-08,2024-08-08,182,182d,6.0836,CH1145908369,2713.85,171.9,1118.85,2.4256,99.207,1.581
2024-02-13,2024-02-15,2024-05-16,91,91d,3.0837,CH1145908377,5347.4,411.5,1133.4,4.718,99.604,1.573
2024-02-20,2024-02-22,2024-05-23,91,91d,3.0838,CH1145908385,3100.0,187.25,1152.5,2.6898,99.602,1.581
2024-02-27,2024-02-29,2024-05-30,91,91d,3.0839,CH1145908393,3059.45,256.85,900.0,3.3994,99.604,1.573
2024-03-05,2024-03-07,2024-06-06,91,91d,3.084,CH1145908401,4168.35,437.9,856.85,4.8647,99.61,1.549
2024-03-12,2024-03-14,2024-06-13,91,91d,3.0841,CH1145908419,3474.8,287.3,752.8,4.6158,99.605,1.568834
2024-03-19,2024-03-21,2024-06-20,91,91d,3.0842,CH1145908427,2471.2,211.2,711.2,3.4747,99.6,1.589
2024-03-26,2024-03-28,2024-09-26,182,182d,6.0843,CH1145908435,3049.6,172.0,692.6,4.4031,99.34,1.314
2024-04-02,2024-04-04,2024-07-04,91,91d,3.0844,CH1145908443,3963.65,264.75,745.65,5.3157,99.65,1.389
2024-04-09,2024-04-11,2024-07-11,91,91d,3.0845,CH1145908450,2887.15,262.35,659.15,4.3801,99.662,1.342
2024-04-16,2024-04-18,2024-07-18,91,91d,3.0846,CH1145908468,2998.3,517.4,609.8,4.9169,99.68,1.27
2024-04-23,2024-04-25,2024-07-25,91,91d,3.0847,CH1145908476,2776.05,145.15,576.05,4.8191,99.667,1.321764
2024-04-30,2024-05-02,2024-08-02,92,91d,3.0848,CH1145908484,2247.2,195.15,677.2,3.3184,99.667,1.307397
2024-05-07,2024-05-10,2024-11-07,181,182d,6.0849,CH1145908492,3915.35,108.55,625.35,6.2611,99.38,1.241
2024-05-14,2024-05-16,2024-08-15,91,91d,3.085,CH1145908500,2263.0,188.2,688.0,3.2892,99.676,1.286
2024-05-21,2024-05-23,2024-08-22,91,91d,3.0851,CH1145908518,3085.15,225.95,775.15,3.9801,99.678,1.278
2024-05-28,2024-05-30,2024-08-29,91,91d,3.0852,CH1145908526,3061.15,275.3,521.15,5.8738,99.673,1.29787
2024-06-04,2024-06-06,2024-09-05,91,91d,3.0853,CH1145908534,3342.95,156.9,516.45,6.4729,99.678,1.278
2024-06-11,2024-06-13,2024-09-12,91,91d,3.0854,CH1145908542,3282.4,335.85,588.4,5.5785,99.678,1.278
2024-06-18,2024-06-20,2024-09-19,91,91d,3.0855,CH1145908559,3094.25,239.8,696.75,4.441,99.689,1.234168
2024-06-25,2024-06-27,2025-06-26,364,364d,A.0856,CH1145908567,2961.5,90.95,544.45,5.4394,99.017,0.982
2024-07-02,2024-07-04,2024-10-03,91,91d,3.0857,CH1145908575,3313.65,163.25,762.65,4.3449,99.715,1.131
2024-07-09,2024-07-11,2024-10-10,91,91d,3.0858,CH1145908583,3817.85,246.15,670.35,5.6953,99.735,1.051
2024-07-16,2024-07-18,2024-10-17,91,91d,3.0859,CH1145908591,3148.4,213.35,573.4,5.4908,99.729,1.075
2024-07-23,2024-07-25,2024-10-24,91,91d,3.086,CH1145908609,2585.7,172.55,660.7,3.9136,99.725,1.091
2024-07-30,2024-08-02,2024-10-31,90,91d,3.0861,CH1145908617,2603.95,125.5,553.95,4.7007,99.731,1.078902
2024-08-06,2024-08-08,2025-02-06,182,182d,6.0862,CH1145908625,2779.75,252.45,534.25,5.2031,99.576,0.842
2024-08-13,2024-08-15,2024-11-14,91,91d,3.0863,CH1145908633,3125.35,389.9,588.7,5.3089,99.773,0.900065
2024-08-20,2024-08-22,2024-11-21,91,91d,3.0864,CH1145908641,3655.75,184.2,781.25,4.6794,99.761,0.94776
2024-08-27,2024-08-29,2024-11-28,91,91d,3.0865,CH1145908658,3707.3,284.8,755.8,4.9051,99.776,0.888143
2024-09-03,2024-09-05,2024-12-05,91,91d,3.0866,CH1145908666,3160.3,211.4,835.3,3.7834,99.771,0.908013
2024-09-10,2024-09-12,2024-12-12,91,91d,3.0867,CH1145908674,2851.1,250.05,650.0,4.3863,99.775,0.892
2024-09-17,2024-09-19,2024-12-19,91,91d,3.0868,CH1145908682,2652.85,264.1,650.0,4.0813,99.788,0.84
2024-09-24,2024-09-26,2025-03-27,182,182d,6.0869,CH1145908690,2452.15,83.9,632.15,3.8791,99.645,0.705
2024-10-01,2024-10-03,2025-01-03,92,91d,3.087,CH1145908708,2425.3,306.25,575.3,4.2157,99.788,0.831
2024-10-08,2024-10-10,2025-01-09,91,91d,3.0871,CH1145908716,2824.5,295.9,536.5,5.2647,99.82,0.713
2024-10-15,2024-10-17,2025-01-16,91,91d,3.0872,CH1145908724,2614.35,196.05,609.75,4.2876,99.821,0.709
2024-10-22,2024-10-24,2025-01-23,91,91d,3.0873,CH1145908732,2036.45,121.7,706.45,2.8827,99.811,0.749
2024-10-29,2024-10-31,2025-01-30,91,91d,3.0874,CH1145908740,2810.9,249.2,661.4,4.2499,99.829,0.678
2024-11-05,2024-11-07,2025-05-08,182,182d,6.0875,CH1145908757,2165.75,118.2,700.75,3.0906,99.724,0.547
2024-11-12,2024-11-14,2025-02-13,91,91d,3.0876,CH1145908765,2894.65,287.85,655.35,4.417,99.874,0.49909
2024-11-19,2024-11-21,2025-02-20,91,91d,3.0877,CH1145908773,2658.2,401.5,683.45,3.8894,99.878,0.483
2024-11-26,2024-11-28,2025-02-27,91,91d,3.0878,CH1145908781,2149.3,318.95,581.3,3.6974,99.859,0.55859
2024-12-03,2024-12-05,2025-03-06,91,91d,3.0879,CH1145908799,1960.4,437.7,555.4,3.5297,99.866,0.530821
2024-12-10,2024-12-12,2025-03-13,91,91d,3.088,CH1145908807,2762.45,366.45,708.95,3.8965,99.891,0.432
2024-12-17,2024-12-19,2025-03-20,91,91d,3.0881,CH1145908815,2642.3,376.0,512.7,5.1537,99.912,0.348
2024-12-23,2024-12-27,2025-12-29,367,364d,A.0882,CH1145908823,643.1,11.6,453.1,1.4193,99.898,0.100157
2024-12-30,2025-01-03,2025-04-03,90,91d,3.8064,CH1307180641,1400.15,42.8,350.15,3.9987,99.912,0.35231
2025-01-07,2025-01-09,2025-04-10,91,91d,3.8065,CH1307180658,3107.7,253.35,686.2,4.5289,99.918,0.324662
2025-01-14,2025-01-16,2025-04-17,91,91d,3.8066,CH1307180666,3204.65,313.3,746.3,4.2941,99.932,0.269194
2025-01-21,2025-01-23,2025-04-24,91,91d,3.8067,CH1307180674,3011.4,105.9,803.4,3.7483,99.94,0.238
2025-01-28,2025-01-30,2025-05-02,92,91d,3.8068,CH1307180682,2301.4,528.5,699.85,3.2884,99.96,0.156584
2025-02-04,2025-02-06,2025-08-07,182,182d,6.8069,CH1307180690,1655.0,61.05,575.0,2.8783,99.916,0.166
2025-02-11,2025-02-13,2025-05-15,91,91d,3.807,CH1307180708,2075.1,508.1,659.1,3.1484,99.956,0.174
2025-02-18,2025-02-20,2025-05-22,91,91d,3.8071,CH1307180716,2375.15,353.85,591.15,4.0178,99.953,0.186
2025-02-25,2025-02-27,2025-05-30,92,91d,3.8072,CH1307180724,1863.05,405.25,632.05,2.9476,99.949,0.199667
2025-03-04,2025-03-06,2025-06-05,91,91d,3.8073,CH1307180732,2074.35,733.8,749.9,2.7662,100.0,0.0
2025-03-11,2025-03-13,2025-06-12,91,91d,3.8074,CH1307180740,2561.45,59.05,518.95,4.9358,99.953,0.186
2025-03-18,2025-03-20,2025-06-19,91,91d,3.8075,CH1307180757,2474.95,37.25,523.9,4.7241,99.955,0.178
2025-03-25,2025-03-27,2025-09-25,182,182d,6.8076,CH1307180765,2066.15,7.55,416.15,4.9649,99.912,0.174219
2025-04-01,2025-04-03,2025-07-03,91,91d,3.8077,CH1307180773,3239.9,49.5,476.75,6.7958,99.971,0.115
2025-04-08,2025-04-10,2025-07-10,91,91d,3.8078,CH1307180781,2071.6,81.6,456.55,4.5375,99.995,0.019781
2025-04-15,2025-04-17,2025-07-17,91,91d,3.8079,CH1307180799,2588.15,313.75,608.2,4.2554,100.0,0.0
2025-04-22,2025-04-24,2025-07-24,91,91d,3.808,CH1307180807,2154.95,205.15,445.15,4.841,100.001,-0.004
2025-04-29,2025-05-02,2025-07-31,90,91d,3.8081,CH1307180815,1526.4,351.3,502.5,3.0376,100.002,-0.008
2025-05-06,2025-05-08,2025-11-06,182,182d,6.8082,CH1307180823,2612.25,54.15,454.15,5.752,100.1,-0.197605
2025-05-13,2025-05-15,2025-08-14,91,91d,3.8083,CH1307180831,1745.2,212.1,442.1,3.9475,100.035,-0.138
2025-05-20,2025-05-22,2025-08-21,91,91d,3.8084,CH1307180849,1612.55,211.55,381.55,4.2263,100.033,-0.130506
2025-05-27,2025-05-30,2025-08-28,90,91d,3.8085,CH1307180856,1601.5,330.5,475.5,3.368,100.023,-0.091979
2025-06-03,2025-06-05,2025-09-04,91,91d,3.8086,CH1307180864,2040.0,312.0,614.0,3.3225,100.033,-0.130506
2025-06-10,2025-06-12,2025-09-11,91,91d,3.8087,CH1307180872,2477.75,217.75,617.75,4.0109,100.028,-0.110738
2025-06-17,2025-06-19,2025-09-18,91,91d,3.8088,CH1307180880,2284.3,226.2,414.2,5.515,100.035,-0.138
2025-06-24,2025-06-26,2026-06-25,364,364d,A.8089,CH1307180898,2336.9,34.4,434.4,5.3796,100.18,-0.177702
2025-07-01,2025-07-03,2025-10-02,91,91d,3.809,CH1307180906,1826.1,293.1,593.1,3.0789,100.058,-0.229
2025-07-08,2025-07-10,2025-10-09,91,91d,3.0891,CH1307180914,1779.05,233.55,533.55,3.3344,100.05,-0.197703
2025-07-15,2025-07-17,2025-10-16,91,91d,3.8092,CH1307180922,1681.3,206.3,521.3,3.2252,100.026,-0.10283
2025-07-22,2025-07-24,2025-10-23,91,91d,3.8093,CH1307180930,1912.35,242.35,521.35,3.6681,100.039,-0.154
2025-07-29,2025-07-31,2025-10-30,91,91d,3.8094,CH1307180948,2001.0,350.6,551.0,3.6316,100.063,-0.249074
2025-08-05,2025-08-07,2026-02-05,182,182d,6.8095,CH1307180955,1777.25,12.25,507.25,3.5037,100.08,-0.158
2025-08-12,2025-08-14,2025-11-13,91,91d,3.8096,CH1307180963,1584.9,213.9,529.9,2.9909,100.03,-0.118646
2025-08-19,2025-08-21,2025-11-20,91,91d,3.8097,CH1307180971,1524.25,225.25,425.25,3.5844,100.063,-0.249074
2025-08-26,2025-08-28,2025-11-27,91,91d,3.8098,CH1307180989,1364.85,159.95,344.85,3.9578,100.021,-0.083
2025-09-02,2025-09-04,2025-12-04,91,91d,3.8099,CH1307180997,2567.55,216.45,725.45,3.5393,100.026,-0.10283
2025-09-09,2025-09-11,2025-12-11,91,91d,3.81,CH1307181003,2529.65,223.25,536.25,4.7173,100.028,-0.110738
2025-09-16,2025-09-18,2025-12-18,91,91d,3.8101,CH1307181011,2194.2,224.8,439.8,4.9891,100.029,-0.115
2025-09-23,2025-09-25,2026-03-26,182,182d,6.8102,CH1307181029,1733.4,9.4,296.4,5.8482,100.057,-0.113
2025-09-30,2025-10-02,2026-01-05,95,91d,3.8103,CH1307181037,1969.5,217.5,549.5,3.5842,100.024,-0.091
2025-10-07,2025-10-09,2026-01-08,91,91d,3.8104,CH1307181045,1709.3,103.3,544.3,3.1404,100.024,-0.094922
2025-10-14,2025-10-16,2026-01-15,91,91d,3.8105,CH1307181052,1528.35,207.85,508.35,3.0065,100.024,-0.095
2025-10-21,2025-10-23,2026-01-22,91,91d,3.8106,CH1307181060,2068.8,211.1,510.4,4.0533,100.03,-0.119
2025-10-28,2025-10-30,2026-01-29,91,91d,3.8107,CH1307181078,1784.45,314.6,654.45,2.7266,100.029,-0.114692
2025-11-04,2025-11-06,2026-05-07,182,182d,6.8108,CH1307181086,1566.75,3.75,466.75,3.3567,100.034,-0.06723
2025-11-11,2025-11-13,2026-02-12,91,91d,3.8109,CH1307181094,2674.15,103.15,584.15,4.5778,100.026,-0.10283
2025-11-19,2025-11-20,2026-02-19,91,91d,3.811,CH1307181102,2608.85,113.85,567.85,4.5943,100.03,-0.118646
2025-11-25,2025-11-27,2026-02-26,91,91d,3.8111,CH1307181110,1333.25,109.25,333.25,4.0008,100.015,-0.059
2025-12-02,2025-12-04,2026-03-05,91,91d,3.8112,CH1307181128,2285.85,72.85,522.85,4.3719,100.025,-0.098876
2025-12-09,2025-12-11,2026-03-12,91,91d,3.8113,CH1307181136,2023.05,194.05,503.05,4.0216,100.013,-0.051422
2025-12-16,2025-12-18,2026-03-19,91,91d,3.8114,CH1307181144,4029.15,330.15,680.15,5.9239,100.039,-0.154226
2025-12-23,2025-12-29,2026-12-24,360,364d,A.8115,CH1307181151,2079.85,29.85,704.85,2.9508,100.032,-0.03199
2025-12-30,2026-01-05,2026-04-02,87,91d,,CH1307181169,2487.5,167.5,737.5,3.3729,100.01,-0.041375
2026-01-06,2026-01-08,2026-04-09,91,91d,,CH1307181177,2648.65,57.35,948.65,2.792,100.015,-0.059332
2026-01-13,2026-01-15,2026-04-16,91,91d,,CH1307181185,1764.75,14.25,764.75,2.3076,100.011,-0.043512
2026-01-20,2026-01-22,2026-04-23,91,91d,,CH1307181193,2237.25,12.25,987.25,2.2661,100.011,-0.044
2026-01-27,2026-01-29,2026-04-30,91,91d,,CH1307181201,3019.9,50.9,1002.9,3.0112,100.012,-0.047467
2026-02-03,2026-02-05,2026-08-06,182,182d,,CH1307181219,3567.95,59.6,892.95,3.9957,100.031,-0.0613
2026-02-10,2026-02-12,2026-05-15,92,91d,,CH1307181227,3098.75,17.45,848.75,3.651,100.015,-0.058687
2026-02-17,2026-02-19,2026-05-21,91,91d,,CH1307181235,3593.85,18.85,788.85,4.5558,100.017,-0.067
2026-02-24,2026-02-26,2026-05-28,91,91d,,CH1307181243,3829.25,161.75,729.25,5.2509,100.019,-0.075
2026-03-03,2026-03-05,2026-06-04,91,91d,,CH1307181250,3098.25,14.65,550.0,5.6332,100.016,-0.063287
2026-03-10,2026-03-12,2026-06-11,91,91d,,CH1307181268,3518.05,107.25,653.05,5.3871,100.019,-0.075
2026-03-17,2026-03-19,2026-06-18,91,91d,,CH1307181276,2633.9,75.75,433.65,6.0738,100.021,-0.083
2026-03-24,2026-03-26,2026-09-24,182,182d,,CH1307181284,2940.85,13.85,488.85,6.0159,100.01,-0.02
2026-03-31,2026-04-02,2026-07-02,91,91d,,CH1307181292,1588.7,22.5,563.7,2.8183,100.013,-0.051
2026-04-07,2026-04-09,2026-07-09,91,91d,,CH1307181300,2366.35,76.55,526.55,4.4941,100.013,-0.051
2026-04-14,2026-04-16,2026-07-16,91,91d,,CH1307181318,,,,,,
